Timestamp,Client_IP,MAC_Address,DHCP_Server,Operation,VLAN,Gateway,Assigned_IP,Lease_Duration_Seconds,Response_Time_MS,Transaction_ID,Success,Anomaly_Detected
2026-03-15 10:12:53,192.168.4.120,32:f0:a3:68:bd:a0,DHCP-Server-04,DISCOVER,VLAN-40,192.168.4.1,,0,0,TXN-000159,Pending,No
2026-03-14 15:37:53,192.168.2.190,4a:08:85:d5:97:4e,DHCP-Server-02,REQUEST,VLAN-20,192.168.2.1,,0,0,TXN-000160,Pending,No
2026-03-12 14:03:53,192.168.5.214,7d:ff:ac:83:fa:fb,DHCP-Server-04,OFFER,VLAN-50,192.168.5.1,192.168.5.93,3600,72,TXN-000161,Pending,No
2026-03-14 16:00:53,192.168.4.48,1e:11:26:18:03:d3,DHCP-Server-02,INFORM,VLAN-40,192.168.4.1,,0,0,TXN-000162,Pending,No
2026-03-18 09:09:53,192.168.1.182,4d:04:6f:e9:bf:1e,DHCP-Server-04,DECLINE,VLAN-10,192.168.1.1,,0,0,TXN-000163,No,No
2026-03-12 19:44:53,192.168.1.137,d2:06:08:8c:92:08,DHCP-Server-04,INFORM,VLAN-10,192.168.1.1,,0,0,TXN-000164,Pending,No
2026-03-12 21:37:53,192.168.2.28,31:4c:7b:62:81:b5,DHCP-Server-03,INFORM,VLAN-20,192.168.2.1,,0,0,TXN-000165,Pending,No
2026-03-17 10:56:53,192.168.3.246,cf:eb:7c:73:99:29,DHCP-Server-01,DISCOVER,VLAN-30,192.168.3.1,,0,0,TXN-000166,Pending,No
2026-03-12 17:07:53,192.168.4.142,f3:1c:04:57:2a:ff,DHCP-Server-04,DECLINE,VLAN-40,192.168.4.1,,0,0,TXN-000167,No,No
2026-03-17 23:41:53,192.168.5.251,30:15:75:6c:f3:8a,DHCP-Server-01,DISCOVER,VLAN-50,192.168.5.1,,0,0,TXN-000168,Pending,No
2026-03-13 08:34:53,192.168.3.231,10:5b:a1:08:6a:49,DHCP-Server-04,DISCOVER,VLAN-30,192.168.3.1,,0,0,TXN-000169,Pending,No
2026-03-13 09:17:53,192.168.5.62,c7:a9:c4:47:28:b1,DHCP-Server-01,DISCOVER,VLAN-50,192.168.5.1,,0,0,TXN-000170,Pending,No
2026-03-17 08:01:53,192.168.1.88,cb:a7:0f:8b:e6:fb,DHCP-Server-02,REQUEST,VLAN-10,192.168.1.1,,0,0,TXN-000171,Pending,No
2026-03-18 04:21:53,192.168.4.111,5f:c2:2b:97:7e:25,DHCP-Server-01,REQUEST,VLAN-40,192.168.4.1,,0,0,TXN-000172,Pending,No
2026-03-13 19:19:53,192.168.2.190,c7:a2:b8:36:2e:02,DHCP-Server-03,ACK,VLAN-20,192.168.2.1,192.168.2.119,3600,53,TXN-000173,Yes,No
2026-03-14 22:36:53,192.168.2.111,e5:d0:34:0d:2d:b5,DHCP-Server-01,RELEASE,VLAN-20,192.168.2.1,,0,0,TXN-000174,Pending,No
2026-03-17 22:19:53,192.168.3.222,c5:06:95:d3:c6:2b,DHCP-Server-02,RELEASE,VLAN-30,192.168.3.1,,0,0,TXN-000175,Pending,No
2026-03-18 19:52:53,192.168.4.44,47:89:9a:89:fc:4a,DHCP-Server-01,OFFER,VLAN-40,192.168.4.1,192.168.4.120,7200,216,TXN-000176,Pending,No
2026-03-16 17:46:53,192.168.1.93,80:7e:fd:64:ea:36,DHCP-Server-02,REQUEST,VLAN-10,192.168.1.1,,0,0,TXN-000177,Pending,Yes
2026-03-14 08:04:53,192.168.4.86,c2:a8:e1:ab:dc:45,DHCP-Server-03,REQUEST,VLAN-40,192.168.4.1,,0,0,TXN-000178,Pending,No
2026-03-18 01:29:53,192.168.2.123,a0:5a:cb:a3:95:fb,DHCP-Server-02,REQUEST,VLAN-20,192.168.2.1,,0,0,TXN-000179,Pending,No
2026-03-14 05:09:53,192.168.4.94,3a:66:5c:0d:ec:6b,DHCP-Server-04,INFORM,VLAN-40,192.168.4.1,,0,0,TXN-000180,Pending,No
2026-03-15 11:21:53,192.168.1.210,d1:ff:47:9b:7b:81,DHCP-Server-02,DECLINE,VLAN-10,192.168.1.1,,0,0,TXN-000181,No,No
2026-03-16 11:11:53,192.168.4.19,e5:f5:cd:d6:12:b8,DHCP-Server-01,DISCOVER,VLAN-40,192.168.4.1,,0,0,TXN-000182,Pending,No
2026-03-16 04:12:53,192.168.3.43,16:cc:a9:dc:36:05,DHCP-Server-01,REQUEST,VLAN-30,192.168.3.1,,0,0,TXN-000183,Pending,No
2026-03-16 21:51:53,192.168.5.143,71:e4:bf:c8:ed:4d,DHCP-Server-03,DISCOVER,VLAN-50,192.168.5.1,,0,0,TXN-000184,Pending,No
2026-03-17 19:33:53,192.168.3.107,2b:3b:48:b2:9f:af,DHCP-Server-04,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000185,Pending,No
2026-03-17 01:31:53,192.168.4.90,f3:31:e0:e7:a3:22,DHCP-Server-03,DISCOVER,VLAN-40,192.168.4.1,,0,0,TXN-000186,Pending,No
2026-03-13 07:16:53,192.168.1.6,af:37:54:7c:59:51,DHCP-Server-03,RELEASE,VLAN-10,192.168.1.1,,0,0,TXN-000187,Pending,No
2026-03-14 17:55:53,192.168.4.60,cf:5e:5f:dd:ca:0e,DHCP-Server-02,ACK,VLAN-40,192.168.4.1,192.168.4.149,7200,3,TXN-000188,Yes,No
2026-03-14 11:35:53,192.168.2.72,20:34:5f:bb:a6:64,DHCP-Server-04,DISCOVER,VLAN-20,192.168.2.1,,0,0,TXN-000189,Pending,No
2026-03-12 15:43:53,192.168.4.136,a0:c6:c8:3a:b2:b4,DHCP-Server-04,RELEASE,VLAN-40,192.168.4.1,,0,0,TXN-000190,Pending,No
2026-03-15 18:33:53,192.168.3.236,2b:44:a0:3c:7a:9c,DHCP-Server-01,OFFER,VLAN-30,192.168.3.1,192.168.3.86,3600,262,TXN-000191,Pending,No
2026-03-12 03:58:53,192.168.5.36,c4:d8:5f:f9:58:55,DHCP-Server-04,REQUEST,VLAN-50,192.168.5.1,,0,0,TXN-000192,Pending,No
2026-03-18 14:52:53,192.168.3.216,e6:1b:b7:04:f8:45,DHCP-Server-02,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000193,Pending,No
2026-03-18 05:29:53,192.168.5.130,fd:d1:fb:d4:e3:fa,DHCP-Server-02,DISCOVER,VLAN-50,192.168.5.1,,0,0,TXN-000194,Pending,No
2026-03-14 13:04:53,192.168.2.75,10:8c:73:93:56:ea,DHCP-Server-04,RELEASE,VLAN-20,192.168.2.1,,0,0,TXN-000195,Pending,No
2026-03-18 14:55:53,192.168.5.30,89:bb:15:e1:6f:d9,DHCP-Server-01,DECLINE,VLAN-50,192.168.5.1,,0,0,TXN-000196,No,No
2026-03-14 10:22:53,192.168.2.77,10:e6:86:b2:2c:e0,DHCP-Server-01,INFORM,VLAN-20,192.168.2.1,,0,0,TXN-000197,Pending,No
2026-03-12 00:11:53,192.168.2.208,b3:db:54:47:69:69,DHCP-Server-01,RELEASE,VLAN-20,192.168.2.1,,0,0,TXN-000198,Pending,No
2026-03-12 17:37:53,192.168.3.153,56:a5:95:94:88:30,DHCP-Server-02,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000199,Pending,No
2026-03-12 14:18:53,192.168.1.71,40:43:7f:4a:a4:7e,DHCP-Server-04,ACK,VLAN-10,192.168.1.1,192.168.1.197,604800,324,TXN-000200,Yes,No
2026-03-14 12:44:53,192.168.4.97,e7:26:2f:ce:8e:bc,DHCP-Server-04,ACK,VLAN-40,192.168.4.1,192.168.4.198,3600,2,TXN-000201,Yes,No
2026-03-12 16:38:53,192.168.1.188,ea:b7:20:cb:6f:db,DHCP-Server-02,ACK,VLAN-10,192.168.1.1,192.168.1.132,3600,425,TXN-000202,Yes,No
2026-03-12 06:48:53,192.168.5.148,42:f8:af:18:17:32,DHCP-Server-04,DISCOVER,VLAN-50,192.168.5.1,,0,0,TXN-000203,Pending,No
2026-03-15 16:27:53,192.168.2.113,e9:00:db:67:43:9a,DHCP-Server-02,INFORM,VLAN-20,192.168.2.1,,0,0,TXN-000204,Pending,No
2026-03-12 17:34:53,192.168.3.24,b8:80:2a:be:54:1a,DHCP-Server-04,DECLINE,VLAN-30,192.168.3.1,,0,0,TXN-000205,No,No
2026-03-17 18:37:53,192.168.2.110,2e:30:00:6d:f4:27,DHCP-Server-02,RELEASE,VLAN-20,192.168.2.1,,0,0,TXN-000206,Pending,No
2026-03-14 15:13:53,192.168.4.3,04:af:3d:d8:43:f4,DHCP-Server-01,OFFER,VLAN-40,192.168.4.1,192.168.4.72,7200,375,TXN-000207,Pending,No
2026-03-15 02:16:53,192.168.1.81,bc:99:46:c3:44:49,DHCP-Server-01,RELEASE,VLAN-10,192.168.1.1,,0,0,TXN-000208,Pending,No
2026-03-17 10:47:53,192.168.5.167,54:e1:b3:6d:4d:d2,DHCP-Server-04,INFORM,VLAN-50,192.168.5.1,,0,0,TXN-000209,Pending,No
2026-03-14 08:44:53,192.168.1.36,3f:c4:b3:db:a1:47,DHCP-Server-02,REQUEST,VLAN-10,192.168.1.1,,0,0,TXN-000210,Pending,No
2026-03-18 01:28:53,192.168.2.142,91:0d:9a:69:60:c8,DHCP-Server-03,DECLINE,VLAN-20,192.168.2.1,,0,0,TXN-000211,No,No
2026-03-13 10:21:53,192.168.2.127,c5:39:7b:ff:24:06,DHCP-Server-03,REQUEST,VLAN-20,192.168.2.1,,0,0,TXN-000212,Pending,No
2026-03-18 10:09:53,192.168.5.108,bb:58:f1:25:08:22,DHCP-Server-01,REQUEST,VLAN-50,192.168.5.1,,0,0,TXN-000213,Pending,No
2026-03-18 11:34:53,192.168.1.243,cb:92:d4:d8:cd:2a,DHCP-Server-02,REQUEST,VLAN-10,192.168.1.1,,0,0,TXN-000214,Pending,No
2026-03-17 07:18:53,192.168.1.131,68:4f:a7:c8:21:9e,DHCP-Server-04,DECLINE,VLAN-10,192.168.1.1,,0,0,TXN-000215,No,No
2026-03-14 16:35:53,192.168.2.15,7d:2c:de:3b:e8:1c,DHCP-Server-03,DECLINE,VLAN-20,192.168.2.1,,0,0,TXN-000216,No,No
2026-03-17 07:23:53,192.168.2.31,06:46:05:53:fe:b1,DHCP-Server-03,OFFER,VLAN-20,192.168.2.1,192.168.2.82,3600,384,TXN-000217,Pending,No
2026-03-16 13:23:53,192.168.3.188,3c:0f:ab:db:8b:20,DHCP-Server-03,DECLINE,VLAN-30,192.168.3.1,,0,0,TXN-000218,No,No
2026-03-14 02:13:53,192.168.1.128,e9:b8:1c:ff:55:bc,DHCP-Server-02,REQUEST,VLAN-10,192.168.1.1,,0,0,TXN-000219,Pending,No
2026-03-12 23:59:53,192.168.5.173,3b:74:01:16:06:7d,DHCP-Server-01,ACK,VLAN-50,192.168.5.1,192.168.5.148,3600,472,TXN-000220,Yes,No
2026-03-13 00:42:53,192.168.1.142,d6:72:a4:7f:d5:a3,DHCP-Server-03,INFORM,VLAN-10,192.168.1.1,,0,0,TXN-000221,Pending,No
2026-03-16 19:56:53,192.168.3.31,1a:5b:72:17:cd:23,DHCP-Server-04,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000222,Pending,No
2026-03-15 22:58:53,192.168.3.84,2c:e9:04:bc:66:95,DHCP-Server-03,DECLINE,VLAN-30,192.168.3.1,,0,0,TXN-000223,No,No
2026-03-16 17:53:53,192.168.4.95,fc:64:7d:4d:03:d1,DHCP-Server-01,OFFER,VLAN-40,192.168.4.1,192.168.4.52,3600,487,TXN-000224,Pending,No
2026-03-16 14:29:53,192.168.4.218,9d:35:69:79:d6:fb,DHCP-Server-01,OFFER,VLAN-40,192.168.4.1,192.168.4.73,3600,23,TXN-000225,Pending,No
2026-03-17 05:45:53,192.168.5.106,be:ea:2b:30:44:c9,DHCP-Server-01,RELEASE,VLAN-50,192.168.5.1,,0,0,TXN-000226,Pending,No
2026-03-12 13:01:53,192.168.4.170,42:79:95:85:a1:c9,DHCP-Server-03,REQUEST,VLAN-40,192.168.4.1,,0,0,TXN-000227,Pending,No
2026-03-13 01:06:53,192.168.2.20,67:45:37:4f:36:54,DHCP-Server-04,ACK,VLAN-20,192.168.2.1,192.168.2.154,3600,62,TXN-000228,Yes,No
2026-03-12 14:47:53,192.168.2.116,9d:ed:87:3d:2e:50,DHCP-Server-03,INFORM,VLAN-20,192.168.2.1,,0,0,TXN-000229,Pending,No
2026-03-16 12:10:53,192.168.5.11,6e:a7:4b:2e:7f:b6,DHCP-Server-04,RELEASE,VLAN-50,192.168.5.1,,0,0,TXN-000230,Pending,Yes
2026-03-15 18:53:53,192.168.3.67,59:0f:cf:e7:7f:30,DHCP-Server-04,DISCOVER,VLAN-30,192.168.3.1,,0,0,TXN-000231,Pending,No
2026-03-13 04:04:53,192.168.2.32,06:1f:71:42:65:cd,DHCP-Server-03,DECLINE,VLAN-20,192.168.2.1,,0,0,TXN-000232,No,No
2026-03-14 18:07:53,192.168.1.150,84:26:0b:21:65:e3,DHCP-Server-02,DISCOVER,VLAN-10,192.168.1.1,,0,0,TXN-000233,Pending,No
2026-03-14 02:33:53,192.168.3.32,15:ec:19:56:dd:ca,DHCP-Server-04,DISCOVER,VLAN-30,192.168.3.1,,0,0,TXN-000234,Pending,No
2026-03-14 02:10:53,192.168.4.45,b5:6d:5f:8c:8f:e4,DHCP-Server-02,DISCOVER,VLAN-40,192.168.4.1,,0,0,TXN-000235,Pending,No
2026-03-18 00:40:53,192.168.5.63,97:ff:d2:f5:1f:2c,DHCP-Server-03,ACK,VLAN-50,192.168.5.1,192.168.5.157,604800,103,TXN-000236,Yes,No
2026-03-17 00:44:53,192.168.5.64,09:c3:b7:f5:f8:b0,DHCP-Server-03,ACK,VLAN-50,192.168.5.1,192.168.5.96,3600,14,TXN-000237,Yes,No
2026-03-13 12:30:53,192.168.2.8,8f:1d:f1:b7:77:51,DHCP-Server-01,OFFER,VLAN-20,192.168.2.1,192.168.2.118,604800,274,TXN-000238,Pending,No
2026-03-16 17:26:53,192.168.1.196,70:c6:b5:58:5a:79,DHCP-Server-03,INFORM,VLAN-10,192.168.1.1,,0,0,TXN-000239,Pending,No
2026-03-14 00:20:53,192.168.3.234,0e:b4:48:60:fc:9e,DHCP-Server-02,ACK,VLAN-30,192.168.3.1,192.168.3.73,86400,29,TXN-000240,Yes,No
2026-03-15 02:17:53,192.168.2.6,f4:00:a9:67:42:ae,DHCP-Server-02,INFORM,VLAN-20,192.168.2.1,,0,0,TXN-000241,Pending,No
2026-03-17 04:33:53,192.168.3.16,0b:4b:48:38:ba:25,DHCP-Server-03,DECLINE,VLAN-30,192.168.3.1,,0,0,TXN-000242,No,No
2026-03-14 18:26:53,192.168.4.151,33:ac:9a:a5:45:50,DHCP-Server-04,INFORM,VLAN-40,192.168.4.1,,0,0,TXN-000243,Pending,No
2026-03-12 18:49:53,192.168.4.167,a2:59:b6:72:59:c1,DHCP-Server-03,DECLINE,VLAN-40,192.168.4.1,,0,0,TXN-000244,No,No
2026-03-16 23:14:53,192.168.2.46,00:c8:10:5d:a2:71,DHCP-Server-01,ACK,VLAN-20,192.168.2.1,192.168.2.134,604800,382,TXN-000245,Yes,No
2026-03-18 04:30:53,192.168.3.252,a3:55:2d:ab:e4:05,DHCP-Server-03,OFFER,VLAN-30,192.168.3.1,192.168.3.67,604800,180,TXN-000246,Pending,No
2026-03-13 00:58:53,192.168.1.185,00:18:c5:e0:d6:55,DHCP-Server-04,ACK,VLAN-10,192.168.1.1,192.168.1.139,7200,280,TXN-000247,Yes,No
2026-03-12 12:02:53,192.168.4.202,73:53:e7:25:11:96,DHCP-Server-01,REQUEST,VLAN-40,192.168.4.1,,0,0,TXN-000248,Pending,No
2026-03-18 01:50:53,192.168.1.19,af:57:c0:52:26:2f,DHCP-Server-03,RELEASE,VLAN-10,192.168.1.1,,0,0,TXN-000249,Pending,No
2026-03-12 02:15:53,192.168.4.181,0f:dc:54:de:50:1b,DHCP-Server-01,REQUEST,VLAN-40,192.168.4.1,,0,0,TXN-000250,Pending,No
2026-03-12 23:42:53,192.168.2.105,87:90:98:79:31:19,DHCP-Server-04,RELEASE,VLAN-20,192.168.2.1,,0,0,TXN-000251,Pending,No
2026-03-14 14:46:53,192.168.4.40,1b:b8:01:da:2c:96,DHCP-Server-04,OFFER,VLAN-40,192.168.4.1,192.168.4.56,86400,106,TXN-000252,Pending,No
2026-03-13 19:38:53,192.168.3.251,29:f2:3b:9d:cb:f1,DHCP-Server-04,DECLINE,VLAN-30,192.168.3.1,,0,0,TXN-000253,No,No
2026-03-16 13:12:53,192.168.5.100,5e:bd:c3:bd:5f:e4,DHCP-Server-01,REQUEST,VLAN-50,192.168.5.1,,0,0,TXN-000254,Pending,No
2026-03-17 10:50:53,192.168.3.58,89:1f:4d:31:2b:b0,DHCP-Server-04,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000255,Pending,No
2026-03-17 09:40:53,192.168.5.16,c6:d6:f3:78:f3:99,DHCP-Server-01,ACK,VLAN-50,192.168.5.1,192.168.5.178,86400,293,TXN-000256,Yes,No
2026-03-14 08:36:53,192.168.5.174,4b:3d:e5:58:55:6c,DHCP-Server-02,OFFER,VLAN-50,192.168.5.1,192.168.5.158,86400,41,TXN-000257,Pending,No
2026-03-16 11:44:53,192.168.4.52,4b:84:a3:22:2c:c6,DHCP-Server-04,RELEASE,VLAN-40,192.168.4.1,,0,0,TXN-000258,Pending,No
2026-03-12 14:14:53,192.168.3.134,ea:06:d6:39:d4:4c,DHCP-Server-02,RELEASE,VLAN-30,192.168.3.1,,0,0,TXN-000259,Pending,No
2026-03-13 19:11:53,192.168.1.237,36:33:92:b0:d2:87,DHCP-Server-04,DECLINE,VLAN-10,192.168.1.1,,0,0,TXN-000260,No,No
2026-03-16 05:43:53,192.168.5.122,13:58:8d:ce:49:cd,DHCP-Server-01,ACK,VLAN-50,192.168.5.1,192.168.5.110,3600,26,TXN-000261,Yes,No
2026-03-11 22:49:53,192.168.3.230,be:0a:ac:9b:9f:8f,DHCP-Server-04,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000262,Pending,No
2026-03-16 08:50:53,192.168.1.249,74:44:99:e2:a4:89,DHCP-Server-04,RELEASE,VLAN-10,192.168.1.1,,0,0,TXN-000263,Pending,No
2026-03-14 22:39:53,192.168.2.114,6c:d0:f8:bf:1c:51,DHCP-Server-01,REQUEST,VLAN-20,192.168.2.1,,0,0,TXN-000264,Pending,No
2026-03-17 02:28:53,192.168.4.35,0e:58:62:66:1d:7f,DHCP-Server-01,ACK,VLAN-40,192.168.4.1,192.168.4.142,86400,361,TXN-000265,Yes,No
2026-03-15 04:07:53,192.168.3.211,ed:cb:3f:0f:7b:be,DHCP-Server-04,RELEASE,VLAN-30,192.168.3.1,,0,0,TXN-000266,Pending,No
2026-03-16 17:44:53,192.168.4.151,b3:b0:53:84:2e:91,DHCP-Server-01,ACK,VLAN-40,192.168.4.1,192.168.4.91,86400,438,TXN-000267,Yes,No
2026-03-18 05:59:53,192.168.2.220,71:73:69:89:d1:0a,DHCP-Server-01,ACK,VLAN-20,192.168.2.1,192.168.2.94,604800,308,TXN-000268,Yes,No
2026-03-17 11:07:53,192.168.2.65,9c:8c:d8:c0:b2:eb,DHCP-Server-03,OFFER,VLAN-20,192.168.2.1,192.168.2.127,7200,347,TXN-000269,Pending,No
2026-03-13 16:30:53,192.168.5.102,34:03:bf:90:98:37,DHCP-Server-04,DISCOVER,VLAN-50,192.168.5.1,,0,0,TXN-000270,Pending,No
2026-03-14 02:05:53,192.168.3.164,a6:8d:85:98:60:4c,DHCP-Server-02,DISCOVER,VLAN-30,192.168.3.1,,0,0,TXN-000271,Pending,No
2026-03-15 07:15:53,192.168.5.104,a3:47:0d:fe:97:84,DHCP-Server-04,ACK,VLAN-50,192.168.5.1,192.168.5.59,7200,299,TXN-000272,Yes,No
2026-03-14 09:40:53,192.168.5.209,61:af:71:f3:b7:99,DHCP-Server-02,INFORM,VLAN-50,192.168.5.1,,0,0,TXN-000273,Pending,No
2026-03-12 14:12:53,192.168.5.47,96:31:f1:41:84:5d,DHCP-Server-03,DECLINE,VLAN-50,192.168.5.1,,0,0,TXN-000274,No,No
2026-03-18 12:23:53,192.168.3.58,9d:d7:a9:be:85:96,DHCP-Server-04,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000275,Pending,No
2026-03-18 02:17:53,192.168.1.222,24:f1:63:3d:c3:98,DHCP-Server-04,DISCOVER,VLAN-10,192.168.1.1,,0,0,TXN-000276,Pending,No
2026-03-12 14:52:53,192.168.2.36,66:af:d1:ea:49:a1,DHCP-Server-02,INFORM,VLAN-20,192.168.2.1,,0,0,TXN-000277,Pending,No
2026-03-15 11:52:53,192.168.3.162,5a:a0:1d:02:e7:8c,DHCP-Server-02,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000278,Pending,No
2026-03-12 13:50:53,192.168.5.196,51:fa:2d:42:de:db,DHCP-Server-04,ACK,VLAN-50,192.168.5.1,192.168.5.148,7200,3,TXN-000279,Yes,Yes
2026-03-12 11:55:53,192.168.2.188,bf:07:a4:61:09:02,DHCP-Server-02,OFFER,VLAN-20,192.168.2.1,192.168.2.129,3600,67,TXN-000280,Pending,No
2026-03-18 13:45:53,192.168.5.151,9c:55:21:17:98:94,DHCP-Server-04,DECLINE,VLAN-50,192.168.5.1,,0,0,TXN-000281,No,No
2026-03-17 08:25:53,192.168.5.87,de:44:af:fa:b7:60,DHCP-Server-02,INFORM,VLAN-50,192.168.5.1,,0,0,TXN-000282,Pending,No
2026-03-17 15:32:53,192.168.2.58,43:6c:0b:56:3f:bb,DHCP-Server-01,ACK,VLAN-20,192.168.2.1,192.168.2.186,3600,320,TXN-000283,Yes,Yes
2026-03-17 23:15:53,192.168.1.170,37:0a:18:3b:d5:e3,DHCP-Server-04,DISCOVER,VLAN-10,192.168.1.1,,0,0,TXN-000284,Pending,No
2026-03-13 17:13:53,192.168.4.180,4e:69:04:9a:d7:33,DHCP-Server-03,RELEASE,VLAN-40,192.168.4.1,,0,0,TXN-000285,Pending,No
2026-03-12 13:45:53,192.168.2.108,35:3c:90:3a:36:fe,DHCP-Server-02,RELEASE,VLAN-20,192.168.2.1,,0,0,TXN-000286,Pending,No
2026-03-17 16:54:53,192.168.3.213,67:b7:d1:97:52:14,DHCP-Server-04,OFFER,VLAN-30,192.168.3.1,192.168.3.134,7200,121,TXN-000287,Pending,Yes
2026-03-12 20:06:53,192.168.1.233,38:fc:4c:2e:26:33,DHCP-Server-03,DECLINE,VLAN-10,192.168.1.1,,0,0,TXN-000288,No,No
2026-03-14 00:58:53,192.168.3.68,ed:19:33:59:14:94,DHCP-Server-03,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000289,Pending,No
2026-03-12 16:56:53,192.168.4.190,3b:30:17:04:46:57,DHCP-Server-03,REQUEST,VLAN-40,192.168.4.1,,0,0,TXN-000290,Pending,No
2026-03-18 16:43:53,192.168.5.69,2f:be:af:5d:3a:cd,DHCP-Server-04,ACK,VLAN-50,192.168.5.1,192.168.5.148,3600,354,TXN-000291,Yes,No
2026-03-12 16:47:53,192.168.4.167,55:39:43:1e:51:35,DHCP-Server-04,RELEASE,VLAN-40,192.168.4.1,,0,0,TXN-000292,Pending,No
2026-03-14 14:27:53,192.168.5.174,e0:5c:c2:b7:0e:42,DHCP-Server-04,ACK,VLAN-50,192.168.5.1,192.168.5.155,86400,226,TXN-000293,Yes,Yes
2026-03-16 12:29:53,192.168.3.168,a0:06:72:ad:30:dd,DHCP-Server-02,ACK,VLAN-30,192.168.3.1,192.168.3.148,3600,77,TXN-000294,Yes,No
2026-03-13 06:58:53,192.168.5.229,1b:05:50:f0:fd:54,DHCP-Server-01,INFORM,VLAN-50,192.168.5.1,,0,0,TXN-000295,Pending,No
2026-03-18 09:47:53,192.168.2.85,8e:19:72:c1:ce:78,DHCP-Server-01,ACK,VLAN-20,192.168.2.1,192.168.2.196,7200,230,TXN-000296,Yes,No
2026-03-14 17:27:53,192.168.4.115,a1:3c:fe:09:34:ce,DHCP-Server-04,DISCOVER,VLAN-40,192.168.4.1,,0,0,TXN-000297,Pending,No
2026-03-18 12:19:53,192.168.1.212,2e:9b:69:e9:ae:ba,DHCP-Server-01,INFORM,VLAN-10,192.168.1.1,,0,0,TXN-000298,Pending,No
2026-03-18 16:34:53,192.168.4.85,f2:ba:e7:3a:31:71,DHCP-Server-01,REQUEST,VLAN-40,192.168.4.1,,0,0,TXN-000299,Pending,No
2026-03-12 09:05:53,192.168.3.141,bf:36:17:54:fc:47,DHCP-Server-04,DISCOVER,VLAN-30,192.168.3.1,,0,0,TXN-000300,Pending,No
2026-03-12 20:37:53,192.168.2.49,3d:c9:6e:ea:61:ad,DHCP-Server-01,INFORM,VLAN-20,192.168.2.1,,0,0,TXN-000301,Pending,No
2026-03-16 16:42:53,192.168.5.32,e6:ea:44:ff:02:18,DHCP-Server-04,INFORM,VLAN-50,192.168.5.1,,0,0,TXN-000302,Pending,No
2026-03-18 13:36:53,192.168.5.200,5a:58:41:35:c6:a4,DHCP-Server-04,ACK,VLAN-50,192.168.5.1,192.168.5.120,604800,204,TXN-000303,Yes,No
2026-03-18 08:34:53,192.168.3.116,44:46:d3:99:a0:6f,DHCP-Server-02,OFFER,VLAN-30,192.168.3.1,192.168.3.138,3600,472,TXN-000304,Pending,No
2026-03-17 20:59:53,192.168.2.129,a5:3b:b4:f5:d5:92,DHCP-Server-04,INFORM,VLAN-20,192.168.2.1,,0,0,TXN-000305,Pending,Yes
2026-03-15 12:37:53,192.168.1.7,c3:4a:1b:1c:66:88,DHCP-Server-02,REQUEST,VLAN-10,192.168.1.1,,0,0,TXN-000306,Pending,No
2026-03-14 21:26:53,192.168.2.215,1f:97:68:10:b7:e7,DHCP-Server-01,RELEASE,VLAN-20,192.168.2.1,,0,0,TXN-000307,Pending,No
2026-03-14 06:00:53,192.168.5.222,72:c7:79:93:18:c3,DHCP-Server-04,ACK,VLAN-50,192.168.5.1,192.168.5.191,3600,28,TXN-000308,Yes,Yes
2026-03-15 12:01:53,192.168.3.52,e2:73:bc:64:63:96,DHCP-Server-04,OFFER,VLAN-30,192.168.3.1,192.168.3.97,86400,493,TXN-000309,Pending,No
2026-03-14 15:24:53,192.168.5.31,c1:14:db:8e:87:42,DHCP-Server-02,RELEASE,VLAN-50,192.168.5.1,,0,0,TXN-000310,Pending,No
2026-03-14 22:45:53,192.168.1.85,ee:4f:14:4e:a5:1a,DHCP-Server-03,ACK,VLAN-10,192.168.1.1,192.168.1.68,3600,402,TXN-000311,Yes,No
2026-03-16 10:18:53,192.168.5.57,5e:22:51:d4:ce:2f,DHCP-Server-03,OFFER,VLAN-50,192.168.5.1,192.168.5.134,604800,170,TXN-000312,Pending,No
2026-03-13 09:58:53,192.168.2.244,f3:04:3a:b1:e4:7b,DHCP-Server-02,DISCOVER,VLAN-20,192.168.2.1,,0,0,TXN-000313,Pending,No
2026-03-15 08:09:53,192.168.3.98,3a:c5:83:90:0c:bf,DHCP-Server-04,ACK,VLAN-30,192.168.3.1,192.168.3.125,86400,460,TXN-000314,Yes,No
2026-03-17 03:05:53,192.168.3.132,2a:31:55:03:21:6b,DHCP-Server-02,INFORM,VLAN-30,192.168.3.1,,0,0,TXN-000315,Pending,No
2026-03-15 12:34:53,192.168.1.53,de:24:4e:0c:eb:a9,DHCP-Server-01,DISCOVER,VLAN-10,192.168.1.1,,0,0,TXN-000316,Pending,No
2026-03-12 18:02:53,192.168.2.204,80:24:74:84:d0:c6,DHCP-Server-04,DECLINE,VLAN-20,192.168.2.1,,0,0,TXN-000317,No,No
